student_id,date,snack_type,quantity
S077,2024-10-15 17:10:14.193028,Nuts,5
S077,2024-10-16 17:10:14.193028,Nuts,1
S077,2024-10-17 17:10:14.193028,Nuts,1
S078,2024-10-11 17:10:14.193028,Chips,1
S078,2024-10-12 17:10:14.193028,Chips,1
S078,2024-10-13 17:10:14.193028,Chips,1
S078,2024-10-14 17:10:14.193028,Chips,2
S078,2024-10-15 17:10:14.193028,Chips,5
S078,2024-10-16 17:10:14.193028,Chips,3
S078,2024-10-17 17:10:14.193028,Chips,3
S079,2024-10-11 17:10:14.193028,Fruit,3
S079,2024-10-12 17:10:14.193028,Fruit,3
S079,2024-10-13 17:10:14.193028,Fruit,2
S079,2024-10-14 17:10:14.193028,Fruit,4
S079,2024-10-15 17:10:14.193028,Fruit,5
S079,2024-10-16 17:10:14.193028,Fruit,1
S079,2024-10-17 17:10:14.193028,Fruit,4
S080,2024-10-11 17:10:14.193028,Fruit,3
S080,2024-10-12 17:10:14.193028,Fruit,4
S080,2024-10-13 17:10:14.193028,Fruit,5
S080,2024-10-14 17:10:14.193028,Fruit,1
S080,2024-10-15 17:10:14.193028,Fruit,1
S080,2024-10-16 17:10:14.193028,Fruit,5
S080,2024-10-17 17:10:14.193028,Fruit,5
S081,2024-10-11 17:10:14.193028,Pizza,3
S081,2024-10-12 17:10:14.193028,Pizza,1
S081,2024-10-13 17:10:14.193028,Pizza,4
S081,2024-10-14 17:10:14.193028,Pizza,2
S081,2024-10-15 17:10:14.193028,Pizza,2
S081,2024-10-16 17:10:14.193028,Pizza,5
S081,2024-10-17 17:10:14.193028,Pizza,3
S082,2024-10-11 17:10:14.193028,Chips,2
S082,2024-10-12 17:10:14.193028,Chips,1
S082,2024-10-13 17:10:14.193028,Chips,5
S082,2024-10-14 17:10:14.193028,Chips,4
S082,2024-10-15 17:10:14.193028,Chips,5
S082,2024-10-16 17:10:14.193028,Chips,4
S082,2024-10-17 17:10:14.193028,Chips,5
S083,2024-10-11 17:10:14.193028,Pizza,5
S083,2024-10-12 17:10:14.193028,Pizza,5
S083,2024-10-13 17:10:14.193028,Pizza,4
S083,2024-10-14 17:10:14.193028,Pizza,4
S083,2024-10-15 17:10:14.193028,Pizza,5
S083,2024-10-16 17:10:14.193028,Pizza,2
S083,2024-10-17 17:10:14.193028,Pizza,3
S084,2024-10-11 17:10:14.193028,Pizza,3
S084,2024-10-12 17:10:14.193028,Pizza,3
S084,2024-10-13 17:10:14.193028,Pizza,4
S084,2024-10-14 17:10:14.193028,Pizza,4
S084,2024-10-15 17:10:14.193028,Pizza,2
S084,2024-10-16 17:10:14.193028,Pizza,3
S084,2024-10-17 17:10:14.193028,Pizza,3
S085,2024-10-11 17:10:14.193028,Chocolate,5
S085,2024-10-12 17:10:14.193028,Chocolate,4
S085,2024-10-13 17:10:14.193028,Chocolate,3
S085,2024-10-14 17:10:14.193028,Chocolate,2
S085,2024-10-15 17:10:14.193028,Chocolate,2
S085,2024-10-16 17:10:14.193028,Chocolate,3
S085,2024-10-17 17:10:14.193028,Chocolate,4
S086,2024-10-11 17:10:14.193028,Chips,2
S086,2024-10-12 17:10:14.193028,Chips,5
S086,2024-10-13 17:10:14.193028,Chips,2
S086,2024-10-14 17:10:14.193028,Chips,1
S086,2024-10-15 17:10:14.193028,Chips,1
S086,2024-10-16 17:10:14.193028,Chips,4
S086,2024-10-17 17:10:14.193028,Chips,3
S087,2024-10-11 17:10:14.193028,Pizza,4
S087,2024-10-12 17:10:14.193028,Pizza,4
S087,2024-10-13 17:10:14.193028,Pizza,4
S087,2024-10-14 17:10:14.193028,Pizza,4
S087,2024-10-15 17:10:14.193028,Pizza,5
S087,2024-10-16 17:10:14.193028,Pizza,5
S087,2024-10-17 17:10:14.193028,Pizza,2
S088,2024-10-11 17:10:14.193028,Chips,1
S088,2024-10-12 17:10:14.193028,Chips,4
S088,2024-10-13 17:10:14.193028,Chips,2
S088,2024-10-14 17:10:14.193028,Chips,1
S088,2024-10-15 17:10:14.193028,Chips,3
S088,2024-10-16 17:10:14.193028,Chips,5
S088,2024-10-17 17:10:14.193028,Chips,1
S089,2024-10-11 17:10:14.193028,Chips,3
S089,2024-10-12 17:10:14.193028,Chips,1
S089,2024-10-13 17:10:14.193028,Chips,5
S089,2024-10-14 17:10:14.193028,Chips,5
S089,2024-10-15 17:10:14.193028,Chips,2
S089,2024-10-16 17:10:14.193028,Chips,4
S089,2024-10-17 17:10:14.193028,Chips,1
S090,2024-10-11 17:10:14.193028,Chocolate,1
S090,2024-10-12 17:10:14.193028,Chocolate,3
S090,2024-10-13 17:10:14.193028,Chocolate,5
S090,2024-10-14 17:10:14.193028,Chocolate,1
S090,2024-10-15 17:10:14.193028,Chocolate,5
S090,2024-10-16 17:10:14.193028,Chocolate,1
S090,2024-10-17 17:10:14.193028,Chocolate,2
S091,2024-10-11 17:10:14.193028,Chocolate,4
S091,2024-10-12 17:10:14.193028,Chocolate,1
S091,2024-10-13 17:10:14.193028,Chocolate,5
S091,2024-10-14 17:10:14.193028,Chocolate,2
S091,2024-10-15 17:10:14.193028,Chocolate,1
S091,2024-10-16 17:10:14.193028,Chocolate,3
S091,2024-10-17 17:10:14.193028,Chocolate,4
S092,2024-10-11 17:10:14.193028,Nuts,1
S092,2024-10-12 17:10:14.193028,Nuts,2
S092,2024-10-13 17:10:14.193028,Nuts,3
S092,2024-10-14 17:10:14.193028,Nuts,2
S092,2024-10-15 17:10:14.193028,Nuts,2
S092,2024-10-16 17:10:14.193028,Nuts,3
S092,2024-10-17 17:10:14.193028,Nuts,2
S093,2024-10-11 17:10:14.193028,Chocolate,3
S093,2024-10-12 17:10:14.193028,Chocolate,1
S093,2024-10-13 17:10:14.193028,Chocolate,3
S093,2024-10-14 17:10:14.193028,Chocolate,3
S093,2024-10-15 17:10:14.193028,Chocolate,4
S093,2024-10-16 17:10:14.193028,Chocolate,3
S093,2024-10-17 17:10:14.193028,Chocolate,3
S094,2024-10-11 17:10:14.193028,Chips,1
S094,2024-10-12 17:10:14.193028,Chips,4
S094,2024-10-13 17:10:14.193028,Chips,5
S094,2024-10-14 17:10:14.193028,Chips,1
S094,2024-10-15 17:10:14.193028,Chips,1
S094,2024-10-16 17:10:14.193028,Chips,5
S094,2024-10-17 17:10:14.193028,Chips,3
S095,2024-10-11 17:10:14.193028,Chocolate,2
S095,2024-10-12 17:10:14.193028,Chocolate,4
S095,2024-10-13 17:10:14.193028,Chocolate,2
S095,2024-10-14 17:10:14.193028,Chocolate,5
S095,2024-10-15 17:10:14.193028,Chocolate,1
S095,2024-10-16 17:10:14.193028,Chocolate,1
S095,2024-10-17 17:10:14.193028,Chocolate,4
S096,2024-10-11 17:10:14.193028,Chips,1
S096,2024-10-12 17:10:14.193028,Chips,1
S096,2024-10-13 17:10:14.193028,Chips,4
S096,2024-10-14 17:10:14.193028,Chips,4
S096,2024-10-15 17:10:14.193028,Chips,5
S096,2024-10-16 17:10:14.193028,Chips,1
S096,2024-10-17 17:10:14.193028,Chips,1
S097,2024-10-11 17:10:14.193028,Chocolate,5
S097,2024-10-12 17:10:14.193028,Chocolate,3
S097,2024-10-13 17:10:14.193028,Chocolate,3
S097,2024-10-14 17:10:14.193028,Chocolate,3
S097,2024-10-15 17:10:14.193028,Chocolate,5
S097,2024-10-16 17:10:14.193028,Chocolate,1
S097,2024-10-17 17:10:14.193028,Chocolate,5
S098,2024-10-11 17:10:14.193028,Pizza,5
S098,2024-10-12 17:10:14.193028,Pizza,3
S098,2024-10-13 17:10:14.193028,Pizza,2
S098,2024-10-14 17:10:14.193028,Pizza,1
S098,2024-10-15 17:10:14.193028,Pizza,3
S098,2024-10-16 17:10:14.193028,Pizza,2
S098,2024-10-17 17:10:14.193028,Pizza,2
S099,2024-10-11 17:10:14.193028,Nuts,4
S099,2024-10-12 17:10:14.193028,Nuts,1
S099,2024-10-13 17:10:14.193028,Nuts,2
S099,2024-10-14 17:10:14.193028,Nuts,3
S099,2024-10-15 17:10:14.193028,Nuts,4
S099,2024-10-16 17:10:14.193028,Nuts,1
S099,2024-10-17 17:10:14.193028,Nuts,5
S100,2024-10-11 17:10:14.193028,Nuts,3
S100,2024-10-12 17:10:14.193028,Nuts,2
S100,2024-10-13 17:10:14.193028,Nuts,2
S100,2024-10-14 17:10:14.193028,Nuts,3
S100,2024-10-15 17:10:14.193028,Nuts,2
S100,2024-10-16 17:10:14.193028,Nuts,4
S100,2024-10-17 17:10:14.193028,Nuts,1
